base_spirits,name,url,name_words,description,image,ingredients,Length
['vodka'],pumpkin pie martini,https://www.thespruceeats.com/rumchata-pumpkin-pie-martini-recipe-760971,"['pumpkin', 'pie', 'martini']","When you're in the mood for a pumpkin whiskey drink, the pumpkin old-fashioned is sure to please. It's surprisingly simple, requires no muddling, and mixes up in minutes. Plus, unlike other pumpkin cocktails, there are no strange or hard-to-find ingredients that you need to hunt down. This fascinating twist on the classic bourbon old-fashioned was created at The Boxer Hotel's Finch Restaurant in Boston. It is a simple recipe of bourbon and Grand Marnier with pumpkin puree and maple syrup. When making it at home, you can easily find pumpkin puree at any grocery store, or  try making your own puree just like they do at Finch. It is very easy and the fresh puree makes this drink really special and tasty.",https://www.thespruceeats.com/thmb/tbWhNwnYvJ2P9fyy0NpgcX2Ejxs=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/artisan-cocktails-602218971-5a85bf0cba61770036d6c5d8.jpg,"['1 1/2 ounces bourbon whiskey', '1/2 ounce Grand Marnier', '2 tablespoons pumpkin puree', '1 ounce maple syrup', 'Dash aromatic bitters', 'Garnish: orange peel or rosemary sprig']",6
['vodka'],pumpkin spice,https://www.thespruceeats.com/skyy-pumpkin-spice-recipe-760974,"['pumpkin', 'spice']","When the leaves begin to turn their autumn colors, all thoughts turn to pumpkin. In the drink world, that includes the pursuit for the perfect Pumpkin Pie Martini. When that craving for all things pumpkin hits, you'll love this delicious RumChata recipe. The creamy liqueur is the ideal foundation for a sweet cocktail like this. It also pairs perfectly with the vanilla vodka and any pumpkin liqueur you can get your hands on. In all honesty, RumChata's Pumpkin Pie Martini is probably the best recipe you'll find for a ""pumpkin martini."" It seems as if the real dairy found in the liqueur has been the missing ingredient all along. Consider your hunt for a truly great pumpkin cocktail over.",https://www.thespruceeats.com/thmb/VBDAFHe4mQ6uymnrA9SdcMGz954=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RumChata-PumpkinPieMartini-Cocktail-56a1754a3df78cf7726ad1ed.jpg,"['2 parts RumChata Cream Liqueur', '1 part vanilla vodka', '1 part pumpkin liqueur (or 3 tablespoons pumpkin pie filling)', 'Garnish: grated cinnamon']",4
['whiskey'],pumpkin spice martini,https://www.thespruceeats.com/pumpkin-spice-martini-and-calabatini-761487,"['pumpkin', 'spice', 'martini']","When autumn hits and people look for a celebratory seasonal drink, many people search for a Pumpkin Martini. Here's an introduction you to a tall pumpkin drink that is quite interesting. Possibly the best part of this recipe is that you do not need to hunt down a pumpkin liqueur -- a little pumpkin puree will give you all the flavor you need. Something we don't see in many pumpkin-flavored cocktails is ginger and it is really nice here with the fresh pumpkin. The two flavors are a natural complement and this vodka is nice and spicy. The ginger vodka grabs your attention and holds it with the complex flavor, making it a great mixer. One thing you may like to add to this recipe is a top off of a ginger ale such as Vernor's. It really doesn't need it, but it's a nice addition if you'd like to add an extra touch of sweetness.",https://www.thespruceeats.com/thmb/5E6o6W3zHqdvj5q_BGQeKkb2-zs=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Skyy-Pumpkin-Spice-Cocktail-59e5e930b501e80011a77112.jpg,"['2 ounces ginger vodka', '1/2 ounce lime juice', '1 ounce pumpkin puree', 'Splash of honey water (equal parts honey and water)']",4
['vodka'],purple haze,https://www.thespruceeats.com/purple-haze-vodka-drink-recipes-761198,"['purple', 'haze']","The pumpkin spice martini is an interesting variation on the standard pumpkin martini. Unlike many other recipes which use vodka, this one features the robust flavor of rye whiskey. It's a fantastic cocktail for autumn and makes a wonderful dessert drink, particularly when paired with anything that includes chocolate. This drink has a multi-dimensional taste that is anything but boring! On top of the whiskey foundation, you'll add  a pumpkin liqueur, a hint of orange, and a little anise to really punch up the flavor. While the egg white is optional, it does add a pleasing creamy top that finishes the martini off wonderfully.",https://www.thespruceeats.com/thmb/MhSXDht20QqKptiHUefE0PCEGUY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/PumpkinSpiceMartini-135581099-56a172a83df78cf7726abb6d.jpg,"['1 1/2 ounces rye whiskey', '1 1/2 ounces pumpkin liqueur', '1/2 ounce triple sec', '1/4 ounce anise liqueur', 'Optional: 1 egg white', '3 dashes Angostura Aromatic Bitters', 'Garnish: grated nutmeg or cinnamon']",7
['southern comfort'],purple viking,https://www.thespruceeats.com/purple-viking-cocktail-recipe-759780,"['purple', 'viking']","The purple haze is a fun and popular mixed drink. It's an easy one to mix up and there are many recipes for you to try. Whether you're in the mood for a refreshing highball, a casual lowball, a fancy martini, or a quick shot, there's a purple haze for you. Essentially, ""purple haze"" is a popular name for a great variety of purple-colored drinks. Typically, the recipes include vodka with a fruit liqueur and possibly a splash of soda. You can also find recipes that contain absinthe or sambuca and some that resembled a purple Long Island Iced Tea. To narrow down your options, we'll stick with four common recipes. This drink even comes with its own soundtrack, so queue up some Jimi Hendrix and let's start mixing. There are not many purple-colored liqueurs in the bar so a little color chemistry is required to get the drink's signature color. In this recipe, we'll add a raspberry liqueur like Chambord to cranberry juice to produce a deep purple. The drink is sometimes called the vampire. This is one of the more pleasant purple haze recipes because it builds on the popular vodka-cranberry base that is the Cape Codder. The liqueur adds a sweetness that intensifies the drink's fruitiness. It's a simple addition that can break up a routine. This one may be a little too sweet for some tastes and you can instantly make it more refreshing by adding a splash of soda. Ginger ale is the perfect option, though almost any clear soda will do the trick.",https://www.thespruceeats.com/thmb/uDsblmgkcAfP_FuS8e4nkuHW6rE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/purple-haze-vodka-drink-recipes-761198-5904_preview-5b0ecd20eb97de003789a9bd.jpeg,"['1 1/2 ounces vodka', '1/2 ounce black raspberry liqueur', '2 ounces cranberry juice (more or less)']",3
['tequila'],raspberita,https://www.thespruceeats.com/raspberita-cocktail-recipe-759782,['raspberita'],"The purple viking is an interesting and very enjoyable mixed drink. It's one of those highballs (like the Long Island iced tea) that seems to be a random mix of spirits--whatever was handy at the moment--but the result is surprisingly good. This is one of the better tasting Southern Comfort drink recipes. The fruity spice of the whiskey liqueur is combined with other fruity flavors, including orange from blue curacao, a blueberry liqueur, and sloe berries from sloe gin. Give it a splash of lime juice, sour mix, and lemon-lime soda and you have a complex, dark purple drink. It's a lot of fun and, even with all that going on, it's surprisingly refreshing.",https://www.thespruceeats.com/thmb/ffjp8dVSGGMszEsSxK8Yev6lgCQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/PurpleViking-126407961-57754e313df78cb62c22d693.jpg,"['1 ounce Southern Comfort', '1 ounce blue curacao liqueur', '1 ounce blueberry liqueur', '1 ounce sloe gin', 'Splash lime juice', 'Splash sour mix', 'Splash lemon-lime soda']",7
['cachaca'],raspberry bellini,https://www.thespruceeats.com/raspberry-bellini-champagne-cocktail-760554,"['raspberry', 'bellini']","The raspberita is a shaken margarita that features raspberry liqueur. It's a lively, fruity tequila cocktail that requires just four ingredients, so it's incredibly easy to make at home. This recipe is based on the original shaken margarita. It adds a little syrup for extra sweetness and simply replaces the orange flavor of triple sec with the sweet taste of raspberry liqueur. It's an ideal pairing for your favorite tequila and mixes up quickly. Try it yourself, then share with friends; it makes a wonderful summertime cocktail for parties.",https://www.thespruceeats.com/thmb/2uTMo19eGko2St-isYZwagb5dPA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Raspberita-165712142-56a174c05f9b58b7d0bf70e8.jpg,"['1 1/2 ounces tequila', '1 ounce raspberry liqueur', '1/2 ounce lime juice (fresh)', '1/2 ounce simple syrup']",4
['cachaca'],raspberry caipirinha,https://www.thespruceeats.com/raspberry-caipirinha-recipe-760558,"['raspberry', 'caipirinha']","The raspberry Bellini is a nice little Champagne cocktail. It is a twist between the simplistic styling of the Champagne cocktail and the fruity Bellini. It is another great drink from The Liquid Chef, Junior Merino. In the raspberry Bellini, Merino mixes the Brazilian rum, cachaca with fresh raspberries, a hint of lime and just a touch of sugar. It is very simple to mix up, yet the taste will impress anyone. This is one of those great brunch-worthy cocktails that you can mix up in minutes. It is best during the summer months when the berries are at their peak and better still if they come straight from your own raspberry patch.",https://www.thespruceeats.com/thmb/z5AOcW7YysMDgxHYcU3mevlMUpc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RaspberryBellini-182145502-56a172325f9b58b7d0bf5b77.jpg,"['2 ounces cachaca ( Leblon)', '4-5 raspberries (or more to taste)', '1 splash lime juice', '2 teaspoons sugar (superfine)', '4 ounces Champagne (or amount desired)']",5
['tequila'],raspberry margarita,https://www.thespruceeats.com/raspberry-margarita-recipe-760860,"['raspberry', 'margarita']","For a fun change, try a raspberry caipirinha. This quick cocktail recipe has everything that's great about the original caipirinha, it simply replaces the lime with fresh raspberries. It's a delicious way to enjoy berry season and so easy to mix up that anyone can do it! Just like any caipirinha, cachaca is the liquor of choice for this recipe. It is often thought of as Brazil's version of rum, but instead of distilling the spirit from molasses, cachaca is made from pure sugar cane juice. It's not as sweet as rum and pairs perfectly with fresh fruits, which is why the caipirinha is such a popular drink.",https://www.thespruceeats.com/thmb/Y0gg757zRaqNWy0Tcl7jZxof-PM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RaspberryCaipirinha-123549316-58a4ad565f9b58819cf3a184.jpg,"['6-8 raspberries (fresh)', 'Dash lime juice (fresh)', '1 teaspoon sugar', '2 ounces cachaca', 'Garnish: raspberry']",5
['rum'],raspberry mojito,https://www.thespruceeats.com/raspberry-mojito-recipe-760479,"['raspberry', 'mojito']","Fresh raspberries make this raspberry margarita special. It's a fantastic tequila cocktail to enjoy during the summer or any time of the year when you want a delicious, fresh, and fruity margarita. This raspberry margarita mix is very easy. All you need to do is toss the ingredients into a blender and fire it up. In just a few minutes you will have a great drink. If you like, you can also shake it and serve it 'up' or on the rocks. When making this or any Margarita, be sure to choose a decent tequila. Most of the time, a Blanco tequila will be your best bet, though a reposado is not a bad idea if you choose to shake it.",https://www.thespruceeats.com/thmb/_gtj8SJ3ZI6lY2Zf4SmTCN_67-8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RaspberryMargarita-131971024-56a171295f9b58b7d0bf51da.jpg,"['1 1/2 ounces tequila', '1 ounce triple sec', '1 ounce lime juice', '1/2 cup fresh raspberries', '1 cup ice', 'Garnish: fresh raspberries']",6
['grand marnier'],raspberry peach cobbler,https://www.thespruceeats.com/raspberry-peach-cobbler-cocktail-759155,"['raspberry', 'peach', 'cobbler']","If you are looking for a light, fruity take on the classic Mojito, this is a perfect option. The Raspberry Mojito has all of the elements of the original: rum, refreshing mint and lime, a little sweetness, and a hint of sparkle. It simply brings in a few twists, and the result is a fabulous cocktail that can be enjoyed all summer long. There are many things to enjoy about this Raspberry Mojito. One of its best aspects is that it uses common ingredients, making it very easy to mix up. The Chambord plays off of the raspberries wonderfully. It not only adds a darker berry flavor without overpowering the fresh berries but it acts as the drink's sweetener as well.",https://www.thespruceeats.com/thmb/vLO78pvgyuAJcYiUqPqzm7_zdNA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RaspberryMojito-GettyImages-171145970-58f50a555f9b581d599293c4.jpg,"['3 ounces white rum', '1/2 ounce ChambordMint leaves', '3 -4 raspberries (fresh)', '2 slices lime']",4
['vodka'],raspberry press,https://www.thespruceeats.com/raspberry-press-cocktail-recipe-759783,"['raspberry', 'press']","In this Raspberry Peach Cobbler recipe, mixologist George Carney paired a delicious fruit liqueur with sherry, cinnamon, and vanilla and enhanced it with fresh raspberries. It is an easy and delicious drink inspired by the classic cobbler formula, that you can enjoy anytime. The liqueur is Grand Marnier Raspberry Peach, one of the brand's experiments in flavors beyond their iconic orange liqueur. It is a delicious spirit and is beautifully displayed in this simple cocktail. Though it is a delight year-round, the Raspberry Peach Cobbler is a perfect cocktail for summer entertaining when fresh raspberries are at their best. It is also a prime example of how delicious peach and cinnamon can be when mixed in the same glass.",https://www.thespruceeats.com/thmb/cZx10tNSS5wFKruIqFdtNfZtDEM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GM-Peach-Raspberry-Cobbler-569589635f9b58eba49d08a3.jpg,"['1 1/2 ounces Grand Marnier Raspberry Peach Liqueur', '1 1/2 ounces Manzanilla Sherry', ""1/2 ounce Poor Man's Kitchen Cinnamon Syrup"", '1 vanilla bean', '10 fresh raspberries']",5
['vodka'],raven,https://www.thespruceeats.com/the-raven-cocktail-recipe-761187,['raven'],"The raspberry press is a delightfully refreshing cocktail that is a wonderful option for happy hour, a late brunch, or a summer cookout. It is simple, fruity, and is a great way to show off your favorite raspberry vodka. The recipe is also a quick twist on a mixed drink known as the vodka press. This recipe was originally designed for the amazing flavors of Charbay Red Raspberry Vodka. You may still be able to find it, but the Napa Valley distillery is no longer producing that particular flavor. However, any premium raspberry vodka will do just fine accented by the recipe's two lightly flavored sodas. To prepare this drink you'll use the technique of rolling. Once you get the hang of pouring between glasses, you'll be able to do it with ease and won't spill a drop.",https://www.thespruceeats.com/thmb/Z8xp1mUQYnvaBYZaIcwjfhRqtMA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/frosty-summer-fruit-cocktails-on-wood-184270583-576803c75f9b58346ab1b33e.jpg,"['2 ounces raspberry vodka', 'Splash club soda', 'Splash Sprite', 'Garnish: lime wedge']",4
['rum'],red and yellow,https://www.thespruceeats.com/red-and-yellow-cocktail-recipe-759788,"['red', 'and', 'yellow']","The raven is a dark and mysterious vodka and rum cocktail that's as spectacular to look at as it is to drink. It's very colorful, with a blue base and a deep purple layer on top, creating a dark introduction to its delicious mix of fruits. While it makes a spectacular Halloween cocktail, it's so easy to mix up that you'll definitely want to make it more often than that. The key to this drink is the layer. It requires a simple bartending technique to float Chambord on top of the shaken mix of vodka, rum, and blue curacao. If it's your first attempt at layering, don't worry. This is an easy one that anyone can pull off because the raspberry liqueur will almost naturally want to float. Just make sure you don't stir the drink.",https://www.thespruceeats.com/thmb/AJwO349uLxMJOME2QUZ3tytWb1c=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/the_raven-56a16e893df78cf7726a95aa.jpg,"['1 ounce vodka', '1 ounce rum', '1 ounce blue curacao', '1 ounce Chambord']",4
['beer'],red beer,https://www.thespruceeats.com/red-beer-for-brunch-759786,"['red', 'beer']","The Red & Yellow is a simple, refreshing mixed drink that is very easy to concoct at home even if you aren't a self-proclaimed mixologist -- you likely have all the ingredients in your bar or kitchen already. This is perfect for entertaining surprise or last-minute guests. If you enjoy the Red & Yellow, check out these related creations: Dancing Belly and Baja Gold.",https://www.thespruceeats.com/thmb/fj4reBZ_WGdf-x2SLhTCpNPPZfA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-601189518-583483ae5f9b58d5b1dde005.jpg,"['2 ounces light rum (Bacardi)', '1/2 ounce grenadine', '1/4 ounce sweetened lime juice', '1 to 2 ounces 7-Up (or other lemon-lime soda, or to taste)', 'Garnish: lemon wedge']",5
['vodka'],red carpet,https://www.thespruceeats.com/red-carpet-cocktail-recipe-761151,"['red', 'carpet']","Call it a red beer, or a red-eye, or a tomato beer, just don't call it a Bloody Mary. This is a very simple beer drink and although it's similar to a Bloody Mary, and some people mistakenly call it that, it is clearly not. The Bloody Mary has a vodka base while the beer is used to mix up the red-eye. The recipe is also much simpler and really could not get much easier. To make it, you'll simply top your beer with a little tomato juice and add a pinch of salt. This is a great drink for brunch and you'll find it perfect for watching your favorite college team play a mid-morning game. The red beer also is a super-easy ""hair of the dog"" option for those morning hangovers. That is, of course, if you have beer left over from the party.",https://www.thespruceeats.com/thmb/57-XZK9ciqG6pnQ1n-7NZxwhjew=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/_red-beer-for-brunch-759786-hero-5bb7c5ed46e0fb00269323f4.jpg,"['2 ounces tomato juice', '12 ounces beer', 'Salt (to taste)']",3
['champagne'],red carpet glamour,https://www.thespruceeats.com/moet-red-carpet-glamour-cocktail-759557,"['red', 'carpet', 'glamour']","This Red Carpet cocktail is completely different than another 'Red Carpet' (recipe below), which debuted during the 2008 Academy Awards. Where that one had cranberry and Patron Tequila, this cocktail for 2009 features the oh-so-smooth Oval Vodka, Campari and the always popular flavor of pomegranate. Beyond these two recipes, you will find many more ""Red Carpet"" cocktails - each of which are completely different - as it is a very popular drink name during the entertainment awards season. The Campari transforms this from an ordinary vodka cocktail into a before Oscar dinner party delight and, in the end, gives the drink some complexity that differentiates it from being just another pomegranate martini. Overall, The Red Carpet is an impressive drink, worthy of an Oscar itself.",https://www.thespruceeats.com/thmb/onUnMJEuiHxYPnsP4ExSJ9GzFFU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/red-carpet-56a171e73df78cf7726ab54a.jpg,"['1 1/2 ounces vodka', '1 ounce Campari', '1 ounce pomegranate schnapps (Hiram Walker)', '1 ounce pomegranate juice', '1/2 ounce simple syrup']",5
['vodka'],red lotus,https://www.thespruceeats.com/red-lotus-cocktail-recipe-761149,"['red', 'lotus']","The Moet Golden Glamour was created for the 82nd Annual Academy Awards in 2010 as Moet & Chandon is the ""exclusive champagne"" of those parties. This is a very tasty champagne cocktail and can quickly become a favorite for any occasion, but it is very elegant and fitting for an Oscar viewing party. The mix is really pleasant and the flavor combination of passion fruit and vanilla is one that will please any palate.",https://www.thespruceeats.com/thmb/X3_tmAQXrx3cEoL7gLXgD_t-ldc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MoetGoldenGlamour-569035109-57596af05f9b5892e8fb43b1.jpg,"['4 ounces Moet & Chandon Imperial Champagne', '1/4 ounce vanilla liqueur', '1 1/2 ounces passion fruit juice']",3
['vodka'],red over heels,https://www.thespruceeats.com/red-over-heels-cocktail-761150,"['red', 'over', 'heels']","The distinct flavor of the lychee fruit is the star of the Red Lotus cocktail. It is a very simple mixed drink that you may quickly find becomes a new favorite. Here, a sweet lychee liqueur is used to accent the cranberry. It's an interesting play of flavors that is both intensely sweet and delicately refreshing. It is also just a little different from many of our favorite vodka cocktails, so it's a nice drink to break up any routine. I like to garnish a Red Lotus with three pitted lychees skewered on a cocktail pick. You can also stuff the lychee with cranberries or blueberries (similar to this eyeball garnish, without the 'gore').",https://www.thespruceeats.com/thmb/bBp5lcrbTUgJe4y6XTkZZWI5tX0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/red-lotus-56a1720c3df78cf7726ab644.jpg,"['1 1/2 ounces vodka', '1 1/2 ounces lychee liqueur', '1 ounce cranberry juice']",3
['tequila'],red pepper sangrita margarita,https://www.thespruceeats.com/red-pepper-sangrita-margarita-760865,"['red', 'pepper', 'sangrita', 'margarita']","Ginger is a great flavor for vodkas and, when you find yourself with a bottle, the red over heels cocktail recipe will make good use of it. This fun and extremely simple ginger martini requires just three ingredients and the taste is very satisfying. Originally, this cocktail was designed to feature Skyy Infusions Ginger Vodka, though that flavor has since been discontinued. Unfortunately, ginger is not the most common flavored vodka on the market. A few brands do offer it and one of the best is Belvedere Ginger Zest. You might also have some luck with smaller craft distilleries who venture into infusions, or it's an easy DIY project (though not a quick one). However you source the ginger vodka, this drink will prove it to be a worthy endeavor. Its snappy spice is fascinating against a sweet honey syrup and the tartness of fresh lemon juice. The formula is a modern variation on classic sour drinks and offers a very enjoyable experience.",https://www.thespruceeats.com/thmb/qOKV5zJ3aDNwmqU9i6Cu4bpEwCQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RedOverHeels-56a1743a3df78cf7726ac771.jpg,"['2 ounces ginger vodka', '1 ounce honey syrup', '3/4 ounce lemon juice (fresh)', 'Garnish: lemon or orange twist']",4
['whiskey'],red stag lemonade,https://www.thespruceeats.com/red-stag-lemonade-761488,"['red', 'stag', 'lemonade']","Is it a margarita, a bloody Mary, or a sangrita? This cocktail recipe is a fabulous concoction that brings in elements of all three drinks to create a savory, spicy tequila cocktail that's definitely worth trying. The red pepper sangrita margarita was created for Cabo Wabo Tequila to showcase the brand's blanco tequila. The recipe is rather easy once you have the pepper mix perfected to your taste. It's a brilliant ingredient that begins with a tomato base, adds a touch of sour mix, then gives it a savory touch with a red pepper puree and turns up the heat with habanero hot sauce. Experiment with it a little, adding or subtracting some heat as you see fit. Once you have your ideal mix, make a larger batch, bottle it and you'll have a quick, spicy drink waiting for the tequila and a quick shake.",https://www.thespruceeats.com/thmb/iA__d7VcyVSgw6vl-cJueRgmI8A=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RedPepperSangritaMarg-122015966-581dfe283df78cc2e81d23a1.jpg,"['For the Pepper Mix:', '2 cups tomato juice', '1/3 cup sour mix', '1/3 cup red pepper puree', 'Dash habanero hot sauce (Tabasco, to taste)', 'For the Margarita:', '1 1/2 ounces blanco tequila (Cabo Wabo)', '2 1/2 ounces pepper mix', 'Garnish: lime wedge', 'Garnish: whole chile pepper or slice of red bell pepper']",10
['vodka'],red velvet shortcake,https://www.thespruceeats.com/red-velvet-shortcake-recipe-759103,"['red', 'velvet', 'shortcake']","The Red Stag lemonade is a fun whiskey-based punch that you can make for yourself or for any number of party guests. It's sweet, refreshing, and filled with delicious cherry and strawberry flavors, plus it's very easy to make. Created by Mixologist Bobby ""G"" Gleason, this recipe is designed to show off Red Stag, Jim Beam's cherry-flavored bourbon. It does a nice job of that and the whiskey is a perfect pairing for Strawberry Pucker (though you can use any strawberry liqueur). Once you add lemonade, then give it a little sparkle from soda, it becomes a crisp spiked lemonade that will cool down you and anyone you share it with on a hot summer day.",https://www.thespruceeats.com/thmb/sMnD6xJ0ikrKJOAuED_fUoP2a0Y=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RedStagLemonade-Cocktail-5c46489c46e0fb0001f9345e.jpg,"['1 1/2 ounce cherry bourbon whiskey (Red Stag by Jim Beam)', '1/2 ounce strawberry liqueur (DeKuyper Strawberry Pucker)', '4 ounces lemonade', '2 ounces lemon-lime soda (or club soda)', 'Garnish: lemon slice']",5
['tequila'],reposado old-fashioned,https://www.thespruceeats.com/reposado-old-fashioned-760862,"['reposado', 'old-fashioned']","This is a dessert cocktail like no other -- there isn't another vodka other than Zing that is made to taste like red velvet cake. Sure, you could use another cake-flavored vodka, but it would not be the same. Whether you hunt down Red Velvet Zing or happen across it and are looking for a way to mix it, this is a fun way to sample it. Other than finding this uncommon vodka, this drink is a very easy one and plays off of the vodka's sweet taste. The mix is a simple one of muddled strawberries, vodka, lemon juice, and cream soda. The soda choice is also integral here and you will find it to be an excellent match to any of the cake or dessert vodkas.",https://www.thespruceeats.com/thmb/aZkXQQYaFt52i8AA3NgY7eZi7Lk=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RedVelvetShortcake-155354449-56a172d25f9b58b7d0bf6069.jpg,"['1 1/2 ounces Red Velvet Zing Vodka', '2 ounces of cream soda', 'Splash of lemon juice', '3 strawberries']",4
['southern comfort'],rhett butler,https://www.thespruceeats.com/rhett-butler-cocktail-recipe-759790,"['rhett', 'butler']","Tequila lovers can enjoy a fine tequila in a classic, clean way with this simple reposado old-fashioned recipe. The great thing about classic cocktails, such as the old-fashioned, is that they continually inspire modern renditions of old favorites. That is the foundation for modern mixology, after all, and this cocktail is just one example of that inspiration. The drink begins with a muddled mixture of Bing cherries, nectarines, and agave nectar, topping it off with reposado tequila. It creates a wonderful drink to sip slowly, with the light and dark fruitiness pairing wonderfully with the slight aging found in this style of tequila. Similar to the whiskey version, this cocktail is a great way to explore new-to-you tequilas. It offers the opportunity to taste the tequila in a slightly dressed up manner without diluting it with mixers. Keep the recipe in mind as you traverse the growing selection available and don't be afraid to pour anejo tequilas, either.",https://www.thespruceeats.com/thmb/ym1eldKur2y3TUKJ4_6L8OXF2wQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/ReposadoOldFashioned-515045391-56a173803df78cf7726ac148.jpg,"['2 slices nectarine', '2 cherries (Bing)', '1 tablespoon agave nectar', '3 ounces tequila (reposado)', '2 dashes Angostura Bitters', 'Garnish: bing cherry', 'Garnish: nectarine slice']",7
['gin'],rhubarb collins,https://www.thespruceeats.com/rhubarb-collins-cocktail-recipe-760039,"['rhubarb', 'collins']","If you didn't figure it out, the Rhett Butler cocktail is named after the classic figure from Gone with the Wind. It doesn't stop here, there is also a Scarlet O'Hara Cocktail and both have the smooth, southern base of Southern Comfort. It's interesting to see that the gentleman's tribute drink is a little more sour than the sweetness of the belle's. Both drinks are great and the pair are perfect for a party's feature drink menu.",https://www.thespruceeats.com/thmb/H2Ylx4lB0nLcbIUJ0JXiFWvT-x4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-91642476-582df1c85f9b58d5b181faa7.jpg,"['2 ounces Southern Comfort', '1/2 ounce orange curacao', '1/2 ounce lime juice (fresh)', '1/2 ounce lemon juice (fresh)', 'Garnish: lemon twist']",5
['rum'],rhubarb-rosemary daiquiri,https://www.thespruceeats.com/rhubarb-rosemary-daiquiri-recipe-760480,"['rhubarb-rosemary', 'daiquiri']","Rhubarb is an underrated drink ingredient and it's one that should be used more often. The rhubarb collins is just one fascinating example of the vegetable's potential in cocktails. You're going to love how well it pairs with a nice gin to create a modern twist on the classic Tom Collins. The rhubarb in this drink comes from a simple rhubarb syrup (made like unflavored simple syrup, but with rhubarb juice instead of water at a higher ratio). Its gentle, sweetened flavoring works perfectly with the rose, peach, and raspberry profile of Nolet's Silver Dry Gin. The rhubarb bitters are simply a little added bonus. Also, there are not one, but two bitters in this cocktail. The cardamom bitters add an interesting twist and Scrappy's Cardamom Bitters is one of the best you can find.",https://www.thespruceeats.com/thmb/OxOCuJ2MaGbWPet6autUHkmo0WQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Nolet-Rhubarb-Collins-56a16fa65f9b58b7d0bf4527.jpg,"['For the Rhubarb Syrup:', '1 1/2 cups rhubarb juice', '1/2 cup sugar', 'For the Rhubarb Collins:', ""2 1/2 ounces gin (Nolet's Silver Dry Gin)"", '1 ounce rhubarb syrup', '1 ounce lime juice', 'Dash rhubarb bitters (Fee Brothers)', '2 ounces club soda (to fill)', '4 dashes cardamom bitters']",10
['tequila'],rhube martini,https://www.thespruceeats.com/rhube-martini-recipe-760880,"['rhube', 'martini']","Straight from the garden, the Rhubarb-Rosemary Daiquiri is a fun, fresh twist on the homemade Daiquiri. It is perfect for those spring and summer days when rhubarb is at its best. The cocktail also includes rosemary, which is a fantastic companion to the sweet-tart taste of rhubarb juice. To create this drink there are two things you need to do in advance: make the rosemary syrup and rhubarb juice. Both are very easy to do and require very little time in prep, though you will want to leave at least a few hours for things to cool and settle. The rosemary syrup recipe is quick and easy to make and it is a fantastic ingredient to keep on hand. Use it to sweeten lemonades or clear sodas or to add a hint of rosemary to other cocktails. Once you have these prepped, the cocktail is easy and it is an impressive drink to share at summer parties.",https://www.thespruceeats.com/thmb/GQWjE5kusZHzKSwx9d-a0aKenlo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RhubarbRoseDaiquiri-455447093-56a1721c5f9b58b7d0bf5ace.jpg,"['1 1/2 ounces light rum', '1/4 ounce lemon juice', '1/2 ounce rosemary syrup', '3/4 ounce rhubarb juice (instruction below)', 'Garnish: lemon wheel', 'Garnish: sprig rosemary']",6
